      4000
    0.000000000   -137.230051537
    0.005001250   -137.230063648
    0.010002501   -137.230099980
    0.015003751   -137.230160536
    0.020005001   -137.230245314
    0.025006252   -137.230354317
    0.030007502   -137.230487559
    0.035008752   -137.230645020
    0.040010003   -137.230826713
    0.045011253   -137.231032639
    0.050012503   -137.231262802
    0.055013753   -137.231517204
    0.060015004   -137.231795850
    0.065016254   -137.232098743
    0.070017504   -137.232425888
    0.075018755   -137.232777290
    0.080020005   -137.233152953
    0.085021255   -137.233552883
    0.090022506   -137.233977085
    0.095023756   -137.234425567
    0.100025006   -137.234898333
    0.105026257   -137.235395392
    0.110027507   -137.235916749
    0.115028757   -137.236462413
    0.120030008   -137.237032389
    0.125031258   -137.237626671
    0.130032508   -137.238245135
    0.135033758   -137.238888097
    0.140035009   -137.239555603
    0.145036259   -137.240247299
    0.150037509   -137.240963346
    0.155038760   -137.241703748
    0.160040010   -137.242468538
    0.165041260   -137.243257812
    0.170042511   -137.244071434
    0.175043761   -137.244909375
    0.180045011   -137.245771947
    0.185046262   -137.246658907
    0.190047512   -137.247570316
    0.195048762   -137.248506182
    0.200050013   -137.249466544
    0.205051263   -137.250451423
    0.210052513   -137.251460803
    0.215053763   -137.252494712
    0.220055014   -137.253553165
    0.225056264   -137.254636171
    0.230057514   -137.255743684
    0.235058765   -137.256875950
    0.240060015   -137.258032739
    0.245061265   -137.259214150
    0.250062516   -137.260420193
    0.255063766   -137.261650893
    0.260065016   -137.262906319
    0.265066267   -137.264186406
    0.270067517   -137.265491203
    0.275068767   -137.266820692
    0.280070018   -137.268175029
    0.285071268   -137.269554084
    0.290072518   -137.270957931
    0.295073768   -137.272386565
    0.300075019   -137.273840088
    0.305076269   -137.275318432
    0.310077519   -137.276821651
    0.315078770   -137.278349762
    0.320080020   -137.279902769
    0.325081270   -137.281480737
    0.330082521   -137.283083721
    0.335083771   -137.284711621
    0.340085021   -137.286364534
    0.345086272   -137.288042529
    0.350087522   -137.289745574
    0.355088772   -137.291473719
    0.360090023   -137.293226897
    0.365091273   -137.295002770
    0.370092523   -137.296808828
    0.375093773   -137.298637520
    0.380095024   -137.300491456
    0.385096274   -137.302370394
    0.390097524   -137.304275050
    0.395098775   -137.306204774
    0.400100025   -137.308159711
    0.405101275   -137.310140224
    0.410102526   -137.312146003
    0.415103776   -137.314177142
    0.420105026   -137.316233788
    0.425106277   -137.318315930
    0.430107527   -137.320423532
    0.435108777   -137.322556665
    0.440110028   -137.324715350
    0.445111278   -137.326899644
    0.450112528   -137.329109545
    0.455113778   -137.331345138
    0.460115029   -137.333606389
    0.465116279   -137.335893389
    0.470117529   -137.338206134
    0.475118780   -137.340544659
    0.480120030   -137.342909032
    0.485121280   -137.345299271
    0.490122531   -137.347715393
    0.495123781   -137.350157446
    0.500125031   -137.352625467
    0.505126282   -137.355119492
    0.510127532   -137.357639557
    0.515128782   -137.360185700
    0.520130033   -137.362757952
    0.525131283   -137.365356365
    0.530132533   -137.367980963
    0.535133783   -137.370631806
    0.540135034   -137.373308909
    0.545136284   -137.376012320
    0.550137534   -137.378742039
    0.555138785   -137.381498232
    0.560140035   -137.384280813
